element_key,parking_category,total_nopark,total_zones,parking_spaces,total_spaces
121013,Unrestricted Parking,0,0,7,7
32674,Unrestricted Parking,0,0,11,11
37769,Unrestricted Parking,0,0,5,5
86333,Unrestricted Parking,0,0,8,8
89697,Unrestricted Parking,0,0,11,11
24538,Unrestricted Parking,0,0,14,14
122453,Unrestricted Parking,0,0,14,14
122606,Unrestricted Parking,0,0,2,2
83085,Unrestricted Parking,0,0,12,12
76065,Unrestricted Parking,0,0,7,7
32958,Unrestricted Parking,0,0,31,31
90614,Unrestricted Parking,0,0,11,11
122901,Unrestricted Parking,0,0,10,10
67794,Unrestricted Parking,0,0,8,8
70546,Unrestricted Parking,0,0,26,26
89078,Unrestricted Parking,0,0,5,5
54070,Unrestricted Parking,0,0,5,5
61065,Unrestricted Parking,0,0,4,4
19745,Unrestricted Parking,0,0,6,6
73417,Unrestricted Parking,0,0,27,27
49441,Unrestricted Parking,0,0,26,26
56310,Unrestricted Parking,0,0,12,12
70417,Unrestricted Parking,0,0,11,11
55022,Unrestricted Parking,0,0,2,2
120597,Unrestricted Parking,0,0,9,9
71161,Unrestricted Parking,0,0,8,8
84838,Unrestricted Parking,0,0,5,5
5970,Unrestricted Parking,0,0,15,15
64097,Unrestricted Parking,0,0,9,9
46386,Unrestricted Parking,0,0,10,10
14029,Unrestricted Parking,0,0,12,12
10406,Unrestricted Parking,0,0,11,11
71246,Unrestricted Parking,0,0,12,12
120875,Unrestricted Parking,0,0,1,1
72102,Unrestricted Parking,0,0,31,31
76285,Unrestricted Parking,0,0,4,4
44289,Unrestricted Parking,0,0,12,12
75497,Unrestricted Parking,0,0,12,12
51965,Unrestricted Parking,0,0,11,11
48302,Unrestricted Parking,0,0,20,20
64990,Unrestricted Parking,0,0,11,11
43210,Unrestricted Parking,0,0,5,5
53410,Unrestricted Parking,0,0,5,5
86249,Unrestricted Parking,0,0,12,12
66054,Unrestricted Parking,0,0,4,4
75929,Unrestricted Parking,0,0,20,20
56642,Unrestricted Parking,0,0,10,10
25529,Unrestricted Parking,0,0,25,25
89514,Unrestricted Parking,0,0,24,24
40221,Unrestricted Parking,0,0,35,35
8726,Unrestricted Parking,0,0,12,12
26118,Unrestricted Parking,0,0,52,52
10650,Unrestricted Parking,0,0,5,5
52645,Unrestricted Parking,0,0,16,16
23430,Unrestricted Parking,0,0,13,13
55585,Unrestricted Parking,0,0,25,25
33625,Unrestricted Parking,0,0,11,11
60882,Unrestricted Parking,0,0,11,11
75301,Unrestricted Parking,0,0,11,11
10085,Unrestricted Parking,0,0,25,25
13881,Unrestricted Parking,0,0,22,22
39145,Unrestricted Parking,0,0,13,13
25426,Unrestricted Parking,0,0,26,26
123863,Unrestricted Parking,0,0,73,73
83749,Unrestricted Parking,0,0,6,6
32570,Unrestricted Parking,0,0,14,14
124049,Unrestricted Parking,0,0,28,28
27678,Unrestricted Parking,0,0,17,17
23597,Unrestricted Parking,0,0,12,12
53417,Unrestricted Parking,0,0,6,6
13754,Unrestricted Parking,0,0,10,10
83686,Unrestricted Parking,0,0,13,13
89109,Unrestricted Parking,0,0,13,13
85029,Unrestricted Parking,0,0,10,10
83562,Unrestricted Parking,0,0,11,11
35553,Unrestricted Parking,0,0,4,4
7913,Unrestricted Parking,0,0,12,12
52402,Unrestricted Parking,0,0,26,26
49165,Unrestricted Parking,0,0,16,16
12026,Unrestricted Parking,0,0,11,11
20086,Unrestricted Parking,0,0,22,22
87565,Unrestricted Parking,0,0,13,13
79150,Unrestricted Parking,0,0,15,15
1669,Unrestricted Parking,0,0,2,2
55569,Unrestricted Parking,0,0,9,9
120628,Unrestricted Parking,0,0,18,18
65338,Unrestricted Parking,0,0,6,6
27005,Unrestricted Parking,0,0,26,26
21061,Unrestricted Parking,0,0,4,4
15041,Unrestricted Parking,0,0,12,12
9710,Unrestricted Parking,0,0,4,4
65450,Unrestricted Parking,0,0,6,6
32886,Unrestricted Parking,0,0,26,26
20526,Unrestricted Parking,0,0,5,5
30917,Unrestricted Parking,0,0,28,28
73957,Unrestricted Parking,0,0,17,17
54665,Unrestricted Parking,0,0,12,12
6594,Unrestricted Parking,0,0,8,8
71858,Unrestricted Parking,0,0,25,25
39793,Unrestricted Parking,0,0,9,9
85001,Unrestricted Parking,0,0,25,25
71878,Unrestricted Parking,0,0,10,10
8534,Unrestricted Parking,0,0,26,26
26805,Unrestricted Parking,0,0,9,9
17254,Unrestricted Parking,0,0,9,9
6466,Unrestricted Parking,0,0,12,12
74677,Unrestricted Parking,0,0,25,25
42133,Unrestricted Parking,0,0,10,10
90918,Unrestricted Parking,0,0,9,9
42601,Unrestricted Parking,0,0,26,26
60917,Unrestricted Parking,0,0,13,13
121481,Unrestricted Parking,0,0,5,5
11246,Unrestricted Parking,0,0,48,48
50997,Unrestricted Parking,0,0,20,20
74841,Unrestricted Parking,0,0,12,12
30778,Unrestricted Parking,0,0,19,19
29510,Unrestricted Parking,0,0,38,38
14246,Unrestricted Parking,0,0,12,12
55398,Unrestricted Parking,0,0,20,20
39582,Unrestricted Parking,0,0,11,11
19697,Unrestricted Parking,0,0,8,8
89422,Unrestricted Parking,0,0,13,13
43045,Unrestricted Parking,0,0,5,5
49578,Unrestricted Parking,0,0,18,18
47001,Unrestricted Parking,0,0,12,12
38041,Unrestricted Parking,0,0,7,7
2854,Unrestricted Parking,0,0,25,25
120732,Unrestricted Parking,0,0,3,3
26378,Unrestricted Parking,0,0,32,32
28609,Unrestricted Parking,0,0,11,11
63337,Unrestricted Parking,0,0,20,20
79458,Unrestricted Parking,0,0,22,22
29793,Unrestricted Parking,0,0,25,25
72129,Unrestricted Parking,0,0,7,7
46377,Unrestricted Parking,0,0,25,25
44666,Unrestricted Parking,0,0,10,10
89098,Unrestricted Parking,0,0,14,14
68141,Unrestricted Parking,0,0,9,9
120541,Unrestricted Parking,0,0,1,1
17685,Unrestricted Parking,0,0,28,28
21938,Unrestricted Parking,0,0,9,9
12814,Unrestricted Parking,0,0,20,20
4093,Unrestricted Parking,0,0,11,11
18598,Unrestricted Parking,0,0,3,3
87622,Unrestricted Parking,0,0,18,18
20638,Unrestricted Parking,0,0,6,6
43938,Unrestricted Parking,0,0,13,13
74913,Unrestricted Parking,0,0,18,18
55841,Unrestricted Parking,0,0,12,12
7830,Unrestricted Parking,0,0,24,24
120561,Unrestricted Parking,0,0,1,1
22441,Unrestricted Parking,0,0,7,7
16346,Unrestricted Parking,0,0,8,8
129775,Unrestricted Parking,0,0,26,26
78757,Unrestricted Parking,0,0,20,20
20857,Unrestricted Parking,0,0,11,11
86814,Unrestricted Parking,0,0,2,2
18429,Unrestricted Parking,0,0,12,12
8214,Unrestricted Parking,0,0,7,7
53765,Unrestricted Parking,0,0,10,10
41973,Unrestricted Parking,0,0,11,11
24565,Unrestricted Parking,0,0,12,12
48830,Unrestricted Parking,0,0,14,14
42397,Unrestricted Parking,0,0,11,11
45521,Unrestricted Parking,0,0,12,12
66677,Unrestricted Parking,0,0,8,8
87466,Unrestricted Parking,0,0,11,11
28381,Unrestricted Parking,0,0,8,8
28873,Unrestricted Parking,0,0,9,9
54194,Unrestricted Parking,0,0,13,13
33269,Unrestricted Parking,0,0,26,26
74502,Unrestricted Parking,0,0,7,7
52213,Unrestricted Parking,0,0,26,26
41626,Unrestricted Parking,0,0,12,12
122664,Unrestricted Parking,0,0,1,1
71173,Unrestricted Parking,0,0,4,4
73954,Unrestricted Parking,0,0,6,6
50142,Unrestricted Parking,0,0,11,11
32590,Unrestricted Parking,0,0,15,15
31358,Unrestricted Parking,0,0,26,26
11058,Unrestricted Parking,0,0,26,26
130612,Unrestricted Parking,0,0,8,8
79065,Unrestricted Parking,0,0,21,21
74322,Unrestricted Parking,0,0,55,55
6117,Unrestricted Parking,0,0,14,14
40737,Unrestricted Parking,0,0,12,12
17910,Unrestricted Parking,0,0,9,9
54338,Unrestricted Parking,0,0,18,18
84190,Unrestricted Parking,0,0,15,15
53786,Unrestricted Parking,0,0,14,14
16246,Unrestricted Parking,0,0,5,5
35169,Unrestricted Parking,0,0,2,2
89173,Unrestricted Parking,0,0,19,19
74454,Unrestricted Parking,0,0,9,9
84686,Unrestricted Parking,0,0,9,9
69213,Unrestricted Parking,0,0,22,22
34073,Unrestricted Parking,0,0,10,10
5798,Unrestricted Parking,0,0,25,25
126810,No Parking Allowed,0,0,0,0
61005,Unrestricted Parking,0,0,2,2
88398,Unrestricted Parking,0,0,5,5
8965,Unrestricted Parking,0,0,25,25
84234,Unrestricted Parking,0,0,12,12
129932,No Parking Allowed,0,0,0,0
24529,Unrestricted Parking,0,0,5,5
82097,Unrestricted Parking,0,0,9,9
81358,Unrestricted Parking,0,0,10,10
130658,No Parking Allowed,0,0,0,0
81202,Unrestricted Parking,0,0,2,2
21542,Unrestricted Parking,0,0,5,5
91841,Unrestricted Parking,0,0,13,13
56718,Unrestricted Parking,0,0,4,4
54317,Unrestricted Parking,0,0,39,39
72409,Unrestricted Parking,0,0,10,10
43725,Unrestricted Parking,0,0,4,4
85129,Unrestricted Parking,0,0,1,1
77946,Unrestricted Parking,0,0,9,9
124034,Unrestricted Parking,0,0,120,120
60493,Unrestricted Parking,0,0,11,11
77646,Unrestricted Parking,0,0,16,16
13678,Unrestricted Parking,0,0,10,10
91058,Unrestricted Parking,0,0,11,11
53893,Unrestricted Parking,0,0,26,26
71037,Unrestricted Parking,0,0,27,27
75897,Unrestricted Parking,0,0,11,11
40361,Unrestricted Parking,0,0,19,19
29837,Unrestricted Parking,0,0,4,4
7470,Unrestricted Parking,0,0,25,25
48466,Unrestricted Parking,0,0,25,25
17757,Unrestricted Parking,0,0,9,9
26702,Unrestricted Parking,0,0,26,26
53309,Unrestricted Parking,0,0,24,24
68342,Unrestricted Parking,0,0,10,10
58870,Unrestricted Parking,0,0,3,3
81845,Unrestricted Parking,0,0,9,9
72614,Unrestricted Parking,0,0,9,9
45214,Unrestricted Parking,0,0,8,8
38998,Unrestricted Parking,0,0,13,13
87182,Unrestricted Parking,0,0,17,17
91854,Unrestricted Parking,0,0,12,12
61649,Unrestricted Parking,0,0,8,8
85909,Unrestricted Parking,0,0,40,40
71393,Unrestricted Parking,0,0,25,25
69009,Unrestricted Parking,0,0,12,12
3473,Unrestricted Parking,0,0,17,17
70409,Unrestricted Parking,0,0,2,2
49945,Unrestricted Parking,0,0,6,6
66686,Unrestricted Parking,0,0,4,4
31042,Unrestricted Parking,0,0,17,17
59469,Unrestricted Parking,0,0,5,5
65933,Unrestricted Parking,0,0,25,25
91314,Unrestricted Parking,0,0,40,40
124934,Unrestricted Parking,0,0,5,5
37846,Unrestricted Parking,0,0,11,11
82277,Unrestricted Parking,0,0,8,8
12149,Unrestricted Parking,0,0,9,9
36242,Unrestricted Parking,0,0,4,4
122841,Unrestricted Parking,0,0,21,21
6438,Unrestricted Parking,0,0,13,13
86878,Unrestricted Parking,0,0,11,11
72738,Unrestricted Parking,0,0,10,10
59573,Unrestricted Parking,0,0,9,9
19058,Unrestricted Parking,0,0,12,12
8733,Unrestricted Parking,0,0,17,17
4005,Unrestricted Parking,0,0,24,24
42053,Unrestricted Parking,0,0,10,10
40942,Unrestricted Parking,0,0,16,16
121274,Unrestricted Parking,0,0,23,23
67517,Unrestricted Parking,0,0,35,35
25182,Unrestricted Parking,0,0,5,5
20773,Unrestricted Parking,0,0,25,25
3653,Unrestricted Parking,0,0,11,11
19377,Unrestricted Parking,0,0,5,5
41337,Unrestricted Parking,0,0,9,9
88026,Unrestricted Parking,0,0,10,10
34525,Unrestricted Parking,0,0,6,6
34934,Unrestricted Parking,0,0,21,21
4281,Unrestricted Parking,0,0,8,8
55806,Unrestricted Parking,0,0,10,10
50581,Unrestricted Parking,0,0,12,12
48062,Unrestricted Parking,0,0,4,4
68753,Unrestricted Parking,0,0,12,12
87189,Unrestricted Parking,0,0,29,29
19434,Unrestricted Parking,0,0,22,22
122790,Unrestricted Parking,0,0,2,2
89217,Unrestricted Parking,0,0,7,7
42165,Unrestricted Parking,0,0,9,9
19030,Unrestricted Parking,0,0,10,10
62870,Unrestricted Parking,0,0,12,12
76458,Unrestricted Parking,0,0,25,25
61001,Unrestricted Parking,0,0,12,12
1749,Unrestricted Parking,0,0,12,12
68998,Unrestricted Parking,0,0,10,10
45281,Unrestricted Parking,0,0,14,14
18745,Unrestricted Parking,0,0,24,24
2330,Unrestricted Parking,0,0,3,3
83670,Unrestricted Parking,0,0,10,10
61682,Unrestricted Parking,0,0,10,10
22258,Unrestricted Parking,0,0,9,9
69065,Unrestricted Parking,0,0,25,25
8690,Unrestricted Parking,0,0,10,10
70838,Unrestricted Parking,0,0,25,25
8570,Unrestricted Parking,0,0,17,17
70853,Unrestricted Parking,0,0,18,18
63274,Unrestricted Parking,0,0,12,12
65777,Unrestricted Parking,0,0,16,16
33981,Unrestricted Parking,0,0,25,25
64174,Unrestricted Parking,0,0,12,12
122789,Unrestricted Parking,0,0,2,2
3778,Unrestricted Parking,0,0,12,12
30613,Unrestricted Parking,0,0,26,26
4009,Unrestricted Parking,0,0,52,52
121347,Unrestricted Parking,0,0,4,4
72949,Unrestricted Parking,0,0,4,4
26302,Unrestricted Parking,0,0,6,6
90741,Unrestricted Parking,0,0,12,12
37922,Unrestricted Parking,0,0,1,1
121997,Unrestricted Parking,0,0,11,11
56750,Unrestricted Parking,0,0,6,6
46385,Unrestricted Parking,0,0,10,10
67822,Unrestricted Parking,0,0,14,14
77702,Unrestricted Parking,0,0,10,10
5038,Unrestricted Parking,0,0,9,9
25669,Unrestricted Parking,0,0,18,18
48353,Unrestricted Parking,0,0,11,11
11393,Unrestricted Parking,0,0,11,11
87933,Unrestricted Parking,0,0,12,12
53490,Unrestricted Parking,0,0,12,12
40469,Unrestricted Parking,0,0,8,8
41909,Unrestricted Parking,0,0,12,12
21474,Unrestricted Parking,0,0,6,6
64570,Unrestricted Parking,0,0,14,14
62565,Unrestricted Parking,0,0,21,21
71182,Unrestricted Parking,0,0,10,10
46882,Unrestricted Parking,0,0,26,26
42842,Unrestricted Parking,0,0,21,21
75805,Unrestricted Parking,0,0,5,5
84154,Unrestricted Parking,0,0,25,25
6770,Unrestricted Parking,0,0,18,18
79718,Unrestricted Parking,0,0,22,22
21422,Unrestricted Parking,0,0,10,10
86645,Unrestricted Parking,0,0,26,26
44173,Unrestricted Parking,0,0,21,21
83386,Unrestricted Parking,0,0,2,2
122756,Unrestricted Parking,0,0,2,2
14726,Unrestricted Parking,0,0,12,12
72697,Unrestricted Parking,0,0,29,29
75682,Unrestricted Parking,0,0,33,33
89233,Unrestricted Parking,0,0,9,9
50362,Unrestricted Parking,0,0,26,26
81669,Unrestricted Parking,0,0,18,18
52374,Unrestricted Parking,0,0,8,8
8198,Unrestricted Parking,0,0,21,21
27925,Unrestricted Parking,0,0,13,13
65257,Unrestricted Parking,0,0,10,10
78645,Unrestricted Parking,0,0,10,10
54802,Unrestricted Parking,0,0,16,16
16434,Unrestricted Parking,0,0,12,12
85166,Unrestricted Parking,0,0,3,3
59641,Unrestricted Parking,0,0,7,7
9078,Unrestricted Parking,0,0,16,16
51758,Unrestricted Parking,0,0,21,21
41194,Unrestricted Parking,0,0,10,10
63365,Unrestricted Parking,0,0,12,12
66533,Unrestricted Parking,0,0,5,5
23693,Unrestricted Parking,0,0,12,12
36725,Unrestricted Parking,0,0,12,12
18270,Unrestricted Parking,0,0,13,13
83185,Unrestricted Parking,0,0,10,10
50534,Unrestricted Parking,0,0,25,25
7914,Unrestricted Parking,0,0,12,12
73878,Unrestricted Parking,0,0,20,20
50961,Unrestricted Parking,0,0,25,25
67922,Unrestricted Parking,0,0,7,7
66286,Unrestricted Parking,0,0,7,7
71310,Unrestricted Parking,0,0,40,40
7962,Unrestricted Parking,0,0,16,16
45945,Unrestricted Parking,0,0,11,11
64518,Unrestricted Parking,0,0,7,7
5997,Unrestricted Parking,0,0,28,28
91469,Unrestricted Parking,0,0,10,10
28366,Unrestricted Parking,0,0,12,12
41782,Unrestricted Parking,0,0,11,11
8593,Unrestricted Parking,0,0,17,17
57761,Unrestricted Parking,0,0,31,31
82537,Unrestricted Parking,0,0,10,10
80233,Unrestricted Parking,0,0,13,13
48925,Unrestricted Parking,0,0,12,12
51878,Unrestricted Parking,0,0,10,10
4721,Unrestricted Parking,0,0,19,19
75993,Unrestricted Parking,0,0,8,8
89093,Unrestricted Parking,0,0,29,29
71370,Unrestricted Parking,0,0,26,26
85006,Unrestricted Parking,0,0,12,12
65966,Unrestricted Parking,0,0,8,8
59217,Unrestricted Parking,0,0,10,10
78302,Unrestricted Parking,0,0,12,12
125047,Unrestricted Parking,0,0,5,5
67534,Unrestricted Parking,0,0,11,11
122001,Unrestricted Parking,0,0,4,4
41562,Unrestricted Parking,0,0,6,6
57577,Unrestricted Parking,0,0,13,13
77885,Unrestricted Parking,0,0,2,2
52265,Unrestricted Parking,0,0,16,16
51429,Unrestricted Parking,0,0,10,10
66386,Unrestricted Parking,0,0,15,15
7805,Unrestricted Parking,0,0,12,12
82349,Unrestricted Parking,0,0,11,11
30962,Unrestricted Parking,0,0,25,25
125503,Unrestricted Parking,0,0,56,56
42061,Unrestricted Parking,0,0,4,4
70794,Unrestricted Parking,0,0,12,12
51750,Unrestricted Parking,0,0,12,12
32321,Unrestricted Parking,0,0,9,9
89170,Unrestricted Parking,0,0,7,7
47089,Unrestricted Parking,0,0,25,25
26034,Unrestricted Parking,0,0,9,9
48198,Unrestricted Parking,0,0,26,26
42757,Unrestricted Parking,0,0,25,25
74914,Unrestricted Parking,0,0,18,18
2498,Unrestricted Parking,0,0,24,24
67226,Unrestricted Parking,0,0,5,5
29581,Unrestricted Parking,0,0,24,24
55614,Unrestricted Parking,0,0,6,6
55657,Unrestricted Parking,0,0,11,11
38198,Unrestricted Parking,0,0,26,26
28226,Unrestricted Parking,0,0,12,12
23729,Unrestricted Parking,0,0,10,10
23346,Unrestricted Parking,0,0,13,13
79414,Unrestricted Parking,0,0,10,10
71353,Unrestricted Parking,0,0,15,15
10342,Unrestricted Parking,0,0,28,28
89677,Unrestricted Parking,0,0,13,13
3382,Unrestricted Parking,0,0,11,11
77969,Unrestricted Parking,0,0,18,18
122459,Unrestricted Parking,0,0,9,9
131845,Unrestricted Parking,0,0,8,8
25250,Unrestricted Parking,0,0,13,13
35986,Unrestricted Parking,0,0,6,6
75222,Unrestricted Parking,0,0,7,7
121286,Unrestricted Parking,0,0,8,8
15470,Unrestricted Parking,0,0,11,11
23338,Unrestricted Parking,0,0,13,13
10702,Unrestricted Parking,0,0,6,6
72977,Unrestricted Parking,0,0,21,21
120705,Unrestricted Parking,0,0,15,15
13274,Unrestricted Parking,0,0,9,9
43310,Unrestricted Parking,0,0,17,17
55310,Unrestricted Parking,0,0,4,4
87969,Unrestricted Parking,0,0,5,5
21889,Unrestricted Parking,0,0,9,9
73038,Unrestricted Parking,0,0,12,12
22325,Unrestricted Parking,0,0,12,12
28734,Unrestricted Parking,0,0,14,14
52270,Unrestricted Parking,0,0,9,9
22842,Unrestricted Parking,0,0,13,13
7677,Unrestricted Parking,0,0,24,24
17577,Unrestricted Parking,0,0,4,4
32985,Unrestricted Parking,0,0,25,25
91629,Unrestricted Parking,0,0,7,7
73522,Unrestricted Parking,0,0,17,17
3357,Unrestricted Parking,0,0,25,25
9342,Unrestricted Parking,0,0,12,12
52921,Unrestricted Parking,0,0,10,10
28102,Unrestricted Parking,0,0,17,17
9406,Unrestricted Parking,0,0,7,7
40142,Unrestricted Parking,0,0,2,2
13398,Unrestricted Parking,0,0,25,25
27622,Unrestricted Parking,0,0,11,11
21958,Unrestricted Parking,0,0,13,13
28893,Unrestricted Parking,0,0,12,12
17957,Unrestricted Parking,0,0,25,25
49853,Unrestricted Parking,0,0,26,26
14838,Unrestricted Parking,0,0,5,5
48029,Unrestricted Parking,0,0,6,6
68893,Unrestricted Parking,0,0,14,14
50330,Unrestricted Parking,0,0,18,18
22794,Unrestricted Parking,0,0,25,25
83554,Unrestricted Parking,0,0,16,16
40234,Unrestricted Parking,0,0,1,1
10621,Unrestricted Parking,0,0,3,3
20030,Unrestricted Parking,0,0,4,4
23309,Unrestricted Parking,0,0,11,11
122740,Unrestricted Parking,0,0,5,5
120955,No Parking Allowed,0,0,0,0
53482,Unrestricted Parking,0,0,25,25
22805,Unrestricted Parking,0,0,9,9
90746,Unrestricted Parking,0,0,12,12
19622,Unrestricted Parking,0,0,18,18
72389,Unrestricted Parking,0,0,11,11
28566,Unrestricted Parking,0,0,11,11
25925,Unrestricted Parking,0,0,12,12
75001,Unrestricted Parking,0,0,25,25
36806,Unrestricted Parking,0,0,9,9
15793,Unrestricted Parking,0,0,9,9
57137,Unrestricted Parking,0,0,26,26
42746,Unrestricted Parking,0,0,8,8
5125,Unrestricted Parking,0,0,10,10
122785,Unrestricted Parking,0,0,28,28
11010,Unrestricted Parking,0,0,8,8
40497,Unrestricted Parking,0,0,17,17
49614,Unrestricted Parking,0,0,25,25
36065,Unrestricted Parking,0,0,15,15
41914,Unrestricted Parking,0,0,20,20
22377,Unrestricted Parking,0,0,9,9
46829,Unrestricted Parking,0,0,21,21
5141,Unrestricted Parking,0,0,22,22
31613,Unrestricted Parking,0,0,25,25
23610,Unrestricted Parking,0,0,10,10
40490,Unrestricted Parking,0,0,25,25
40034,Unrestricted Parking,0,0,9,9
63930,Unrestricted Parking,0,0,10,10
41534,Unrestricted Parking,0,0,12,12
17122,Unrestricted Parking,0,0,13,13
47709,Unrestricted Parking,0,0,4,4
3805,Unrestricted Parking,0,0,10,10
29381,Unrestricted Parking,0,0,12,12
40329,Unrestricted Parking,0,0,12,12
21302,Unrestricted Parking,0,0,11,11
90242,Unrestricted Parking,0,0,5,5
21874,Unrestricted Parking,0,0,11,11
85117,Unrestricted Parking,0,0,4,4
48609,Unrestricted Parking,0,0,16,16
52898,Unrestricted Parking,0,0,28,28
62737,Unrestricted Parking,0,0,15,15
5509,Unrestricted Parking,0,0,18,18
73893,Unrestricted Parking,0,0,11,11
75677,Unrestricted Parking,0,0,9,9
81877,Unrestricted Parking,0,0,7,7
45606,Unrestricted Parking,0,0,10,10
76798,Unrestricted Parking,0,0,9,9
75322,Unrestricted Parking,0,0,12,12
64334,Unrestricted Parking,0,0,48,48
123895,Unrestricted Parking,0,0,25,25
49034,Unrestricted Parking,0,0,10,10
37705,Unrestricted Parking,0,0,21,21
11149,Unrestricted Parking,0,0,10,10
56866,Unrestricted Parking,0,0,9,9
75529,Unrestricted Parking,0,0,31,31
53702,Unrestricted Parking,0,0,5,5
91113,Unrestricted Parking,0,0,35,35
4022,Unrestricted Parking,0,0,25,25
91474,Unrestricted Parking,0,0,6,6
25958,Unrestricted Parking,0,0,8,8
34125,Unrestricted Parking,0,0,23,23
63926,Unrestricted Parking,0,0,9,9
46705,Unrestricted Parking,0,0,11,11
81942,Unrestricted Parking,0,0,20,20
42553,Unrestricted Parking,0,0,16,16
61542,Unrestricted Parking,0,0,14,14
23026,Unrestricted Parking,0,0,10,10
27986,Unrestricted Parking,0,0,18,18
51029,Unrestricted Parking,0,0,26,26
45514,Unrestricted Parking,0,0,13,13
88030,Unrestricted Parking,0,0,10,10
31273,Unrestricted Parking,0,0,26,26
19381,Unrestricted Parking,0,0,21,21
86734,Unrestricted Parking,0,0,10,10
51042,Unrestricted Parking,0,0,18,18
56881,Unrestricted Parking,0,0,19,19
38277,Unrestricted Parking,0,0,10,10
50498,Unrestricted Parking,0,0,26,26
18626,Unrestricted Parking,0,0,25,25
29950,Unrestricted Parking,0,0,16,16
53929,Unrestricted Parking,0,0,17,17
89661,Unrestricted Parking,0,0,6,6
39225,Unrestricted Parking,0,0,6,6
51658,Unrestricted Parking,0,0,10,10
83510,Unrestricted Parking,0,0,13,13
61346,Unrestricted Parking,0,0,16,16
79589,Unrestricted Parking,0,0,10,10
122799,Unrestricted Parking,0,0,2,2
73990,Unrestricted Parking,0,0,13,13
86822,Unrestricted Parking,0,0,10,10
39361,Unrestricted Parking,0,0,4,4
